Farm_ID,Farm_Location_Lat,Farm_Location_Lon,Farm_Postcode,Farm_Street_Address,Farm_Phone_Number,Subscribed_To_Newsletter,Herd_Size,Farm_Type,Farm_Size_Acres,Biosecurity_Score,Cattle_Movement_In_Last_Year,Proximity_To_Other_Farms_Km,Land_Use_Composition_Woodland_Pct,Animal_ID,Animal_Age_Months,Breed,Sex,Origin_Type,Test_Date,Test_Result,Has_Disease_History_Farm,Avg_Rainfall_3M_Prior_MM,Avg_Temperature_3M_Prior_C,Badger_Density_Score_Local,Proximity_To_Known_Badger_Sett_Km,Days_Since_Last_Test,Test_Season
FARM_0004,54.309681,-6.123535,BT2 7GX,34 Banbridge Road,028 3558 6061,No,410,Mixed,575,5,124,4.8,10,FARM_0004_ANIMAL_350,136,Jersey,Female,Born_On_Farm,2020-11-02,Positive,False,360,7.2,Medium,3.8,377,November
FARM_0004,54.309681,-6.123535,BT2 7GX,34 Banbridge Road,028 3558 6061,No,410,Mixed,575,5,124,4.8,10,FARM_0004_ANIMAL_384,59,Limousin,Female,Born_On_Farm,2022-08-21,Negative,False,124,11.4,Medium,3.8,517,August
FARM_0004,54.309681,-6.123535,BT2 7GX,34 Banbridge Road,028 3558 6061,No,410,Mixed,575,5,124,4.8,10,FARM_0004_ANIMAL_368,115,Charolais,Female,Born_On_Farm,2021-05-10,Negative,False,180,8.2,Medium,3.8,671,May
FARM_0004,54.309681,-6.123535,BT2 7GX,34 Banbridge Road,028 3558 6061,No,410,Mixed,575,5,124,4.8,10,FARM_0004_ANIMAL_051,178,Charolais,Female,Purchased_From_Other_Farm,2021-02-24,Negative,False,250,15.4,Medium,3.8,374,February
FARM_0004,54.309681,-6.123535,BT2 7GX,34 Banbridge Road,028 3558 6061,No,410,Mixed,575,5,124,4.8,10,FARM_0004_ANIMAL_159,92,Hereford,Female,Born_On_Farm,2022-09-02,Negative,False,272,5.7,Medium,3.8,197,September
FARM_0004,54.309681,-6.123535,BT2 7GX,34 Banbridge Road,028 3558 6061,No,410,Mixed,575,5,124,4.8,10,FARM_0004_ANIMAL_133,130,Jersey,Male,Born_On_Farm,2020-11-12,Negative,False,134,16.4,Medium,3.8,573,November
FARM_0004,54.309681,-6.123535,BT2 7GX,34 Banbridge Road,028 3558 6061,No,410,Mixed,575,5,124,4.8,10,FARM_0004_ANIMAL_278,51,Holstein,Male,Born_On_Farm,2022-05-31,Negative,False,319,12.5,Medium,3.8,593,May
FARM_0004,54.309681,-6.123535,BT2 7GX,34 Banbridge Road,028 3558 6061,No,410,Mixed,575,5,124,4.8,10,FARM_0004_ANIMAL_007,135,Limousin,Female,Born_On_Farm,2020-02-21,Positive,False,280,7.2,Medium,3.8,403,February
FARM_0004,54.309681,-6.123535,BT2 7GX,34 Banbridge Road,028 3558 6061,No,410,Mixed,575,5,124,4.8,10,FARM_0004_ANIMAL_016,94,Jersey,Female,Purchased_From_Other_Farm,2022-11-04,Negative,False,200,12.7,Medium,3.8,289,November
FARM_0005,54.2936754888711,-5.931040216176894,BT28 3YL,121 High Street,028 3031 2677,No,489,Beef,603,1,52,1.4,15,FARM_0005_ANIMAL_433,41,Jersey,Female,Born_On_Farm,2021-01-18,Positive,False,390,5.8,Medium,2.6,171,January
FARM_0005,54.2936754888711,-5.931040216176894,BT28 3YL,121 High Street,028 3031 2677,No,489,Beef,603,1,52,1.4,15,FARM_0005_ANIMAL_225,90,Charolais,Female,Purchased_From_Other_Farm,2021-12-15,Negative,False,132,13.0,Medium,2.6,100,December
FARM_0005,54.2936754888711,-5.931040216176894,BT28 3YL,121 High Street,028 3031 2677,No,489,Beef,603,1,52,1.4,15,FARM_0005_ANIMAL_257,113,Hereford,Female,Purchased_From_Other_Farm,2021-05-29,Negative,False,204,9.5,Medium,2.6,254,May
FARM_0005,54.2936754888711,-5.931040216176894,BT28 3YL,121 High Street,028 3031 2677,No,489,Beef,603,1,52,1.4,15,FARM_0005_ANIMAL_257,145,Jersey,Female,Purchased_From_Other_Farm,2021-12-16,Negative,False,395,15.1,Medium,2.6,703,December
FARM_0005,54.2936754888711,-5.931040216176894,BT28 3YL,121 High Street,028 3031 2677,No,489,Beef,603,1,52,1.4,15,FARM_0005_ANIMAL_159,115,Limousin,Male,Born_On_Farm,2020-04-25,Negative,False,215,9.4,Medium,2.6,539,April
FARM_0005,54.2936754888711,-5.931040216176894,BT28 3YL,121 High Street,028 3031 2677,No,489,Beef,603,1,52,1.4,15,FARM_0005_ANIMAL_061,150,Jersey,Male,Purchased_From_Other_Farm,2020-05-21,Positive,False,237,7.4,Medium,2.6,127,May
FARM_0005,54.2936754888711,-5.931040216176894,BT28 3YL,121 High Street,028 3031 2677,No,489,Beef,603,1,52,1.4,15,FARM_0005_ANIMAL_100,14,Limousin,Male,Purchased_From_Other_Farm,2021-02-26,Positive,False,154,8.4,Medium,2.6,585,February
FARM_0005,54.2936754888711,-5.931040216176894,BT28 3YL,121 High Street,028 3031 2677,No,489,Beef,603,1,52,1.4,15,FARM_0005_ANIMAL_325,68,Angus,Male,Born_On_Farm,2022-09-01,Negative,False,230,12.3,Medium,2.6,295,September
FARM_0005,54.2936754888711,-5.931040216176894,BT28 3YL,121 High Street,028 3031 2677,No,489,Beef,603,1,52,1.4,15,FARM_0005_ANIMAL_279,26,Hereford,Female,Purchased_From_Other_Farm,2021-02-15,Negative,False,337,16.1,Medium,2.6,719,February
FARM_0005,54.2936754888711,-5.931040216176894,BT28 3YL,121 High Street,028 3031 2677,No,489,Beef,603,1,52,1.4,15,FARM_0005_ANIMAL_264,157,Jersey,Male,Born_On_Farm,2020-12-05,Negative,False,374,12.3,Medium,2.6,239,December
FARM_0006,54.866027,-7.208494,BT33 1WE,,028 3749 8007,,261,Mixed,950,4,59,3.9,1,FARM_0006_ANIMAL_089,53,Jersey,Female,Born_On_Farm,2022-10-28,Negative,False,206,11.0,Low,107.9,306,October
FARM_0006,54.866027,-7.208494,BT33 1WE,,028 3749 8007,,261,Mixed,950,4,59,3.9,1,FARM_0006_ANIMAL_056,127,Jersey,Male,Born_On_Farm,2020-10-28,Negative,False,168,4.4,Low,107.9,541,October
FARM_0006,54.866027,-7.208494,BT33 1WE,,028 3749 8007,,261,Mixed,950,4,59,3.9,1,FARM_0006_ANIMAL_143,159,Hereford,Male,Born_On_Farm,2022-05-01,Negative,False,350,17.8,Low,107.9,542,May
FARM_0006,54.866027,-7.208494,BT33 1WE,,028 3749 8007,,261,Mixed,950,4,59,3.9,1,FARM_0006_ANIMAL_259,102,Holstein,Male,Born_On_Farm,2020-05-12,Negative,False,333,17.4,Low,107.9,331,May
FARM_0006,54.866027,-7.208494,BT33 1WE,,028 3749 8007,,261,Mixed,950,4,59,3.9,1,FARM_0006_ANIMAL_208,73,Charolais,Male,Born_On_Farm,2021-03-27,Negative,False,129,15.6,Low,107.9,256,March
FARM_0006,54.866027,-7.208494,BT33 1WE,,028 3749 8007,,261,Mixed,950,4,59,3.9,1,FARM_0006_ANIMAL_220,102,Angus,Male,Born_On_Farm,2021-09-02,Negative,False,238,12.8,Low,107.9,155,September
FARM_0006,54.866027,-7.208494,BT33 1WE,,028 3749 8007,,261,Mixed,950,4,59,3.9,1,FARM_0006_ANIMAL_202,20,Hereford,Female,Purchased_From_Other_Farm,2020-02-13,Negative,False,118,14.0,Low,107.9,98,February
FARM_0006,54.866027,-7.208494,BT33 1WE,,028 3749 8007,,261,Mixed,950,4,59,3.9,1,FARM_0006_ANIMAL_040,97,Jersey,Male,Born_On_Farm,2021-07-20,Negative,False,109,12.7,Low,107.9,243,July
FARM_0006,54.866027,-7.208494,BT33 1WE,,028 3749 8007,,261,Mixed,950,4,59,3.9,1,FARM_0006_ANIMAL_026,127,Holstein,Male,Born_On_Farm,2021-09-02,Negative,False,164,16.1,Low,107.9,162,September
FARM_0006,54.866027,-7.208494,BT33 1WE,,028 3749 8007,,261,Mixed,950,4,59,3.9,1,FARM_0006_ANIMAL_198,86,Hereford,Male,Born_On_Farm,2022-02-28,Negative,False,265,7.9,Low,107.9,651,February
FARM_0007,54.807293,-7.205904,BT32 6RM,145 Newry Road,028 3515 1642,No,399,Dairy,565,1,57,1.0,19,FARM_0007_ANIMAL_043,109,Hereford,Male,Born_On_Farm,2021-10-21,Negative,False,212,8.6,High,7.4,485,October
FARM_0007,54.807293,-7.205904,BT32 6RM,145 Newry Road,028 3515 1642,No,399,Dairy,565,1,57,1.0,19,FARM_0007_ANIMAL_110,59,Charolais,Female,Purchased_From_Other_Farm,2020-03-28,Positive,False,297,14.1,High,7.4,309,March
FARM_0007,54.807293,-7.205904,BT32 6RM,145 Newry Road,028 3515 1642,No,399,Dairy,565,1,57,1.0,19,FARM_0007_ANIMAL_175,35,Angus,Female,Born_On_Farm,2022-11-18,Negative,False,198,11.2,High,7.4,540,November
FARM_0007,54.807293,-7.205904,BT32 6RM,145 Newry Road,028 3515 1642,No,399,Dairy,565,1,57,1.0,19,FARM_0007_ANIMAL_040,24,Hereford,Female,Purchased_From_Other_Farm,2021-03-29,Negative,False,109,9.1,High,7.4,320,March
FARM_0007,54.807293,-7.205904,BT32 6RM,145 Newry Road,028 3515 1642,No,399,Dairy,565,1,57,1.0,19,FARM_0007_ANIMAL_114,17,Jersey,Female,Purchased_From_Other_Farm,2020-10-31,Negative,False,178,16.9,High,7.4,679,October
FARM_0007,54.807293,-7.205904,BT32 6RM,145 Newry Road,028 3515 1642,No,399,Dairy,565,1,57,1.0,19,FARM_0007_ANIMAL_378,59,Charolais,Male,Born_On_Farm,2021-03-25,Positive,False,195,4.9,High,7.4,342,March
FARM_0007,54.807293,-7.205904,BT32 6RM,145 Newry Road,028 3515 1642,No,399,Dairy,565,1,57,1.0,19,FARM_0007_ANIMAL_250,154,Charolais,Female,Born_On_Farm,2021-01-24,Positive,False,337,8.8,High,7.4,666,January
FARM_0007,54.807293,-7.205904,BT32 6RM,145 Newry Road,028 3515 1642,No,399,Dairy,565,1,57,1.0,19,FARM_0007_ANIMAL_193,109,Holstein,Male,Purchased_From_Other_Farm,2020-05-09,Positive,False,132,12.6,High,7.4,338,May
FARM_0007,54.807293,-7.205904,BT32 6RM,145 Newry Road,028 3515 1642,No,399,Dairy,565,1,57,1.0,19,FARM_0007_ANIMAL_228,36,Hereford,Male,Purchased_From_Other_Farm,2020-12-11,Negative,False,129,6.9,High,7.4,263,December
FARM_0007,54.807293,-7.205904,BT32 6RM,145 Newry Road,028 3515 1642,No,399,Dairy,565,1,57,1.0,19,FARM_0007_ANIMAL_339,135,Limousin,Male,Purchased_From_Other_Farm,2022-03-15,Positive,False,187,16.9,High,7.4,314,March
FARM_0008,55.045636,-6.895337,BT6 9ET,111 Antrim Road,028 6121 1435,,230,Beef,863,3,63,8.2,10,FARM_0008_ANIMAL_173,60,Angus,Female,Born_On_Farm,2021-11-21,Negative,False,167,9.6,Medium,85.1,152,November
FARM_0008,55.045636,-6.895337,BT6 9ET,111 Antrim Road,028 6121 1435,,230,Beef,863,3,63,8.2,10,FARM_0008_ANIMAL_167,42,Charolais,Male,Purchased_From_Other_Farm,2021-08-27,Negative,False,186,10.6,Medium,85.1,672,August
FARM_0008,55.045636,-6.895337,BT6 9ET,111 Antrim Road,028 6121 1435,,230,Beef,863,3,63,8.2,10,FARM_0008_ANIMAL_126,89,Jersey,Female,Purchased_From_Other_Farm,2021-12-17,Negative,False,172,12.0,Medium,85.1,292,December
FARM_0008,55.045636,-6.895337,BT6 9ET,111 Antrim Road,028 6121 1435,,230,Beef,863,3,63,8.2,10,FARM_0008_ANIMAL_076,76,Charolais,Male,Born_On_Farm,2021-01-07,Negative,False,243,13.0,Medium,85.1,561,January
FARM_0008,55.045636,-6.895337,BT6 9ET,111 Antrim Road,028 6121 1435,,230,Beef,863,3,63,8.2,10,FARM_0008_ANIMAL_025,116,Hereford,Female,Born_On_Farm,2020-08-29,Positive,False,332,17.2,Medium,85.1,158,August
FARM_0008,55.045636,-6.895337,BT6 9ET,111 Antrim Road,028 6121 1435,,230,Beef,863,3,63,8.2,10,FARM_0008_ANIMAL_122,129,Hereford,Male,Born_On_Farm,2022-05-19,Negative,False,138,10.4,Medium,85.1,309,May
FARM_0008,55.045636,-6.895337,BT6 9ET,111 Antrim Road,028 6121 1435,,230,Beef,863,3,63,8.2,10,FARM_0008_ANIMAL_014,70,Angus,Male,Born_On_Farm,2021-01-25,Positive,False,128,5.8,Medium,85.1,203,January
FARM_0008,55.045636,-6.895337,BT6 9ET,111 Antrim Road,028 6121 1435,,230,Beef,863,3,63,8.2,10,FARM_0008_ANIMAL_069,122,Angus,Male,Born_On_Farm,2022-03-21,Negative,False,139,5.1,Medium,85.1,493,March
FARM_0008,55.045636,-6.895337,BT6 9ET,111 Antrim Road,028 6121 1435,,230,Beef,863,3,63,8.2,10,FARM_0008_ANIMAL_186,96,Hereford,Female,Purchased_From_Other_Farm,2022-02-18,Negative,False,252,9.3,Medium,85.1,540,February
FARM_0008,55.045636,-6.895337,BT6 9ET,111 Antrim Road,028 6121 1435,,230,Beef,863,3,63,8.2,10,FARM_0008_ANIMAL_206,161,Angus,Male,Born_On_Farm,2020-01-07,Negative,False,242,18.0,Medium,85.1,484,January
FARM_0009,54.33763989120177,-6.077091534133741,BT44 9QZ,39 Banbridge Road,,,139,Beef,625,3,132,1.3,34,FARM_0009_ANIMAL_138,29,Jersey,Female,Purchased_From_Other_Farm,2021-03-22,Positive,True,146,8.2,High,1.5,553,March
FARM_0009,54.33763989120177,-6.077091534133741,BT44 9QZ,39 Banbridge Road,,,139,Beef,625,3,132,1.3,34,FARM_0009_ANIMAL_054,45,Holstein,Female,Born_On_Farm,2020-08-01,Negative,True,272,11.7,High,1.5,130,August
FARM_0009,54.33763989120177,-6.077091534133741,BT44 9QZ,39 Banbridge Road,,,139,Beef,625,3,132,1.3,34,FARM_0009_ANIMAL_103,86,Jersey,Male,Purchased_From_Other_Farm,2021-04-04,Negative,True,343,10.1,High,1.5,167,April
FARM_0009,54.33763989120177,-6.077091534133741,BT44 9QZ,39 Banbridge Road,,,139,Beef,625,3,132,1.3,34,FARM_0009_ANIMAL_023,118,Limousin,Female,Born_On_Farm,2021-04-02,Positive,True,399,15.7,High,1.5,433,April
FARM_0009,54.33763989120177,-6.077091534133741,BT44 9QZ,39 Banbridge Road,,,139,Beef,625,3,132,1.3,34,FARM_0009_ANIMAL_086,96,Holstein,Male,Born_On_Farm,2020-11-10,Negative,True,238,5.2,High,1.5,618,November
FARM_0009,54.33763989120177,-6.077091534133741,BT44 9QZ,39 Banbridge Road,,,139,Beef,625,3,132,1.3,34,FARM_0009_ANIMAL_025,78,Angus,Female,Born_On_Farm,2022-06-16,Positive,True,197,15.1,High,1.5,357,June
FARM_0009,54.33763989120177,-6.077091534133741,BT44 9QZ,39 Banbridge Road,,,139,Beef,625,3,132,1.3,34,FARM_0009_ANIMAL_010,99,Charolais,Male,Born_On_Farm,2021-12-01,Negative,True,374,4.7,High,1.5,156,December
FARM_0009,54.33763989120177,-6.077091534133741,BT44 9QZ,39 Banbridge Road,,,139,Beef,625,3,132,1.3,34,FARM_0009_ANIMAL_099,123,Limousin,Male,Born_On_Farm,2022-02-13,Negative,True,163,6.3,High,1.5,530,February
FARM_0009,54.33763989120177,-6.077091534133741,BT44 9QZ,39 Banbridge Road,,,139,Beef,625,3,132,1.3,34,FARM_0009_ANIMAL_085,159,Jersey,Female,Born_On_Farm,2022-07-03,Positive,True,172,12.1,High,1.5,341,July
FARM_0009,54.33763989120177,-6.077091534133741,BT44 9QZ,39 Banbridge Road,,,139,Beef,625,3,132,1.3,34,FARM_0009_ANIMAL_126,78,Limousin,Male,Born_On_Farm,2021-09-23,Positive,True,212,9.0,High,1.5,449,September
FARM_0010,54.34373349705877,-5.912558845245476,BT23 8PH,52 Main Street,028 6056 8388,No,245,Mixed,785,4,82,2.5,28,FARM_0010_ANIMAL_216,128,Holstein,Male,Purchased_From_Other_Farm,2021-06-21,Positive,True,344,17.2,High,1.0,281,June
FARM_0010,54.34373349705877,-5.912558845245476,BT23 8PH,52 Main Street,028 6056 8388,No,245,Mixed,785,4,82,2.5,28,FARM_0010_ANIMAL_147,134,Hereford,Female,Born_On_Farm,2022-07-11,Negative,True,135,6.9,High,1.0,272,July
FARM_0010,54.34373349705877,-5.912558845245476,BT23 8PH,52 Main Street,028 6056 8388,No,245,Mixed,785,4,82,2.5,28,FARM_0010_ANIMAL_240,61,Jersey,Male,Born_On_Farm,2020-08-29,Negative,True,102,13.1,High,1.0,217,August
